,x,y,cluster
1,1.16163479591949,3.00836217697928,2
2,0.200905860691767,1.60167297359926,2
3,-0.57811297112008,2.97381048012899,2
4,0.579334752388327,4.30349508113685,2
5,1.11272070648417,1.57827255861119,2
6,0.323412048108193,-0.0881661510235223,3
7,1.13903006175459,2.10868480112794,2
8,0.717123511275215,3.64337283499068,2
9,0.417643137540758,0.624441750850265,3
10,1.61525579255721,1.17230710150275,2
11,1.56613386253345,1.20253179026999,2
12,1.25710417266505,2.10158280861547,2
13,1.66457514714567,2.13008817356045,2
14,-0.228177190796393,3.04571195041218,2
15,1.41281939640694,2.26992054921581,2
16,-0.812112668860869,1.48724890834945,3
17,0.450259143293098,1.98688427456147,2
18,1.22366315741955,1.85215508814029,2
19,1.43536945215469,1.696525110933,2
20,0.383634828566116,2.0146010164448,2
21,2.88093935256369,1.52756033436516,2
22,1.15046721413876,3.18085639408147,2
23,1.04307684367332,3.27449035892431,2
24,1.3753295933891,1.92140013602354,2
25,1.50272868419932,2.13035818862688,2
26,-0.193691467536364,3.47353462443079,2
27,-0.564469266302001,1.99304590268541,3
28,1.43020034132941,1.52912076116289,2
29,-1.04692285715298,2.07052501414916,3
30,1.47192568686079,1.72179469884678,2
31,1.2327369045339,2.21748557043245,2
32,2.18243748479272,0.858581336880156,2
33,2.03242372656997,1.79750630483385,2
34,0.550312129973567,2.60828053479419,2
35,0.89571607283743,1.12586027426515,2
36,1.66901061561065,2.49587168602644,2
37,0.0461631663310191,3.46405898475761,2
38,0.524990473690403,2.2477589128647,2
39,0.841092355345371,2.26348523195996,2
40,0.532789977772616,1.56154381085579,2
41,-0.0233463051028864,0.187534523793159,3
42,-0.78665598416326,1.81403868372366,3
43,-0.468867354007387,4.07075560758316,2
44,0.228705356613232,2.97102180266032,2
45,2.68646961915601,3.43658687824284,2
46,-1.12551360198734,1.53160685681271,3
47,0.612818753526503,1.2177068760563,2
48,0.521384412487918,1.11504217023488,2
49,1.36920785244184,1.09449258975064,2
50,0.993966481806872,2.30394817794969,2
51,0.0666922383932274,1.3867773424345,3
52,0.389980523676029,0.005805169959608,3
53,0.363658632268434,2.46863906774652,2
54,0.576278369584609,2.59390863735321,2
55,1.67932364307933,2.78737813424012,2
56,-0.284047452983774,2.45707253260983,2
57,0.90492021568544,3.00240331049989,2
58,1.14466874342277,2.33851519519311,2
59,2.198700566443,2.76466833847235,2
60,2.05631187211031,1.81277722299798,2
61,0.583957161117619,1.99342897053112,2
62,1.0830845509718,1.84068288242515,2
63,0.218079589750627,2.14456279638755,2
64,0.868359476003415,2.09900661294027,2
65,2.48546173479848,2.76332465336091,2
66,1.29867666174055,4.46328019397755,2
67,-0.657841095511757,3.08688661128526,2
68,0.410702199501145,1.56889242425682,2
69,1.33800014066976,3.21890771161851,2
70,0.687580659839343,3.17724403740603,2
71,1.59673347582203,2.89117584926348,2
72,0.120071285339825,2.86699347780814,2
73,1.38934479688338,1.07543336599647,2
74,-0.00729759085566162,3.09109932426056,2
75,0.276225869665613,1.87630076512864,2
76,0.918857485268094,1.95828132793348,2
77,0.620414221692283,1.90091921391051,2
78,1.35004598331416,1.4239900182471,2
79,1.17314309841888,1.8648797583052,2
80,2.39180044219924,1.27722724266441,2
81,1.3977591488991,1.04667406126888,2
82,2.27578657944211,1.68300056808984,2
83,1.96253678424162,0.655789613598353,2
84,0.138174015350044,1.42139532068367,2
85,0.360945790743622,1.16335714098401,2
86,1.40410984115752,0.983500320363429,2
87,1.04638067216726,-0.53266079569742,3
88,1.26942171628418,1.37127739429824,2
89,-0.420839043638005,1.29031794838168,3
90,1.3320913691034,2.28183629796466,2
91,-0.148231235277787,2.33527794151534,2
92,1.80989048152387,3.66330925439175,2
93,-0.201474163068584,4.24104045143617,2
94,1.79859723638908,0.89917836972007,2
95,-0.2104791817173,2.1333281993784,2
96,1.45069569133412,1.88862037721608,2
97,0.323003367136718,1.92295153039895,2
98,1.46741128686967,2.13174791362204,2
99,1.40287499232581,2.0555944227945,2
100,2.06580095320386,2.78055266018154,2
101,1.42815119568611,0.977426162160506,2
102,0.847367467096997,2.32902887942904,2
103,-1.17275843783603,2.8949105971702,3
104,1.76948390622425,1.62269429504095,2
105,1.10391806153398,1.74154557168844,2
106,-0.166017897959206,0.951294307684067,3
107,2.32683446057203,1.24859083959197,2
108,0.759537569405911,2.41426287813823,2
109,1.48135319281109,2.88813912789935,2
110,1.17435558440525,1.00121545535576,2
111,1.60504868874177,0.449603721791688,2
112,-0.760184888337072,2.03378656611209,3
113,0.406845232956702,0.111640698739337,3
114,1.93420400185413,1.27832320226851,2
115,1.03458338918007,1.28628126944466,2
116,1.18833587052707,2.99282785600479,2
117,1.34270931976876,2.25097090043572,2
118,2.13911006596473,1.66896606504522,2
119,0.795786986320712,0.592472741676497,2
120,0.439719213778194,0.901134631021626,2
121,0.259284550063448,1.87418415147465,2
122,-0.49871594348216,1.32378379269154,3
123,0.0910959926064289,1.60301249586518,2
124,0.533400121230843,2.13945918911479,2
125,0.865458882856263,3.29291577863261,2
126,2.4364261547381,1.70073364940431,2
127,2.79048217801717,0.9202352709027,2
128,2.71792006486231,1.94361103448071,2
129,-0.275729204754897,1.7806027262176,3
130,0.609287931566315,2.77871108579761,2
131,0.420400283730604,1.18306037065472,2
132,0.653665907413404,1.16716122476231,2
133,3.10758514025467,2.5029191958501,2
134,-0.0175277139298495,0.834706749855799,3
135,1.43701619825356,1.96945016813688,2
136,-2.0997538338856,1.11863864243322,3
137,1.68634192663623,2.74744568983131,2
138,1.25159697577779,0.467658242321637,2
